kind_code,kind_desc,model,color_desc,D_COLOR,meter_reading,eval_date,initial_price,سعر الشراء,suggested_price,car_age
526,جيب شيروكى,1997,كحلي / رمـــادي,801,141000,20040422,2100,2100,2200,7
3817,فورد فرى ستــار,2000,ابيض / رمـــادي,2001,43671,20040422,1750,1830,1900,4
3805,فورد جراند ماركيـــز,1998,ابيض / بيـــــج,2004,127535,20040424,2100,2130,2250,6
3805,فورد جراند ماركيـــز,1998,اسود / بيـــــج,404,114203,20040424,2100,2170,2250,6
3168,مرسيدس S 320 L,2002,ابيض / بيـــــج,2004,1,20040424,14300,14300,14300,2
602,GMC سوبربان 25,1999,اخضر / بيـــــج,504,97408,20040425,3600,3650,3750,5
705,ايسوزو وانيـــت,2003,ابيض / رمـــادي,2001,188751,20040425,3200,3230,3300,1
117,شفر سوبربان 350,1995,ازرق / رمـــادي,701,156134,20040425,3250,3250,3400,9
132,شفر كابرس LS,1991,كحلي / بيـــــج,804,139378,20040425,700,950,750,13
3321,ميتسوبيشى  باجيرو,1993,ابيض / رمـــادي,2001,173000,20040425,1150,1150,1250,11
3606,تويوتا كريسيدا,1991,فضي,2700,193712,20040426,800,900,900,13
3302,ميتسوبيشي كولـت,2002,اخضر / بيـــــج,504,75224,20040426,1450,1490,1550,2
607,GMC سفارى,1999,برونزي / بيـــج,1604,53690,20040427,2900,3140,3150,5
116,شفر سوبربان 454,1995,اخضر / بيـــــج,504,215406,20040427,3100,3550,3250,9
2009,فولكس بولو,2001,ابيض / بيـــــج,2004,117404,20040427,1050,1150,1100,3
3321,ميتسوبيشى  باجيرو,1999,كحلي / بيـــــج,804,99691,20040427,2950,3150,3100,5
3524,نيسان وانيت قمارتين,2003,ابيض / بيـــــج,2004,121695,20040427,3300,3430,3450,1
602,GMC سوبربان 25,2002,اخضر / بيـــــج,504,70400,20040428,6500,6500,6650,2
602,GMC سوبربان 25,1986,بيج / بيــــــج,1504,139085,20040428,1250,1350,1400,18
3805,فورد جراند ماركيـــز,1997,اخضر غامق / بنـــــي,2105,56710,20040428,2000,2060,2150,7
3803,فورد كراون فكتوريــا,1998,اخضر / بيـــــج,504,216848,20040428,2100,2130,2250,6
3136,مرسيدس 320,2000,اخضر غامق / بنـــــي,2105,29916,20040428,8550,8550,8750,4
3301,ميتسوبيشي جا لانت,1997,ازرق / رمـــادي,701,167694,20040428,800,800,900,7
102,شفر كابرس بروجهــام,1987,ابيض / رمـــادي,2001,250000,20040429,350,350,400,17
3636,تويوتا كامرى 4 سلندر,2001,ابيض / بيـــــج,2004,102135,20040502,3000,3035,3150,3
3321,ميتسوبيشى  باجيرو,1998,تركواز,2900,204901,20040502,2500,2500,2600,6
4107,نيسان مكسيما,2002,ابيض / رمـــادي,2001,65212,20040502,3000,3000,3100,2
3618,تويوتا COROLLA,2001,ابيض / بيـــــج,2004,121532,20040503,2850,1850,2900,3
3636,تويوتا كامرى 4 سلندر,2003,بيج / بيــــــج,1504,55879,20040504,4100,4100,4200,1
524,جيب جراند شيروكي,2000,كحلي / رمـــادي,801,133796,20040504,3100,3150,3150,4
905,دودج انتربيد,1996,رصاصى / رمــادي,1301,140000,20040504,600,600,700,8
122,شفر استرو فان,1997,عنابي / بيــــج,204,143399,20040504,1750,1750,1850,7
129,شفر لومينا,2000,ابيض / رمـــادي,2001,130000,20040504,1600,1600,1700,4
3803,فورد كراون فكتوريــا,1998,ابيض / بيـــــج,2004,177439,20040504,1500,1570,1650,6
3803,فورد كراون فكتوريــا,2002,ابيض / رمـــادي,2001,63146,20040504,3800,3850,4150,2
4700,لكزس,2001,ازرق / بيـــــج,704,118854,20040504,9800,10100,9900,3
3105,مرسيدس E 200,2002,اسود / بيـــــج,404,50000,20040504,5300,5300,5400,2
3117,مرسيدس E 300,1992,احمر / بيـــــج,104,122540,20040504,2850,2850,2900,12
3119,مرسيدس SEL 300,1993,احمر / بيـــــج,104,174895,20040504,3000,3130,3100,11
3530,نيسان بريميرا,1999,اخضر / بيـــــج,504,112450,20040504,1300,1300,1500,5
4107,نيسان مكسيما,1998,اخضر / رمـــادي,501,180000,20040504,1750,1750,1850,6
4107,نيسان مكسيما,2002,اخضر ف / بيـــج,604,280000,20040504,3400,3400,3500,2
804,كرايزلر فويجر,1996,عنابي / بيــــج,204,125987,20040505,1100,1100,1200,8
2906,كيا كرنفال,2002,ازرق / بيـــــج,704,56779,20040505,2400,2460,2550,2
3624,لاندكروزر,1999,ابيض / بيـــــج,2004,193909,20040505,4900,5200,5050,5
3140,مرسيدس E 240,1999,كحلي / بيـــــج,804,186531,20040505,3800,3800,3900,5
3015,هيونداى جالوبر جيب,1999,اخضر ف / بيـــج,604,95930,20040505,1800,1880,1950,5
3803,فورد كراون فكتوريــا,2000,اسود / بنـــــي,405,142151,20040506,2650,2800,2800,4
3624,لاندكروزر,1995,ابيض / رمـــادي,2001,162532,20040506,2300,2300,2450,9
3720,هوندا HRV EX,1998,عنابي / بيــــج,204,224086,20040506,2000,2000,2050,6
613,GMC  يوكن,1993,اسود / بنـــــي,405,297101,20040508,1200,1350,1250,11
524,جيب جراند شيروكي,1994,احمر / رمـــادي,101,130000,20040508,1000,1000,1100,10
102,شفر كابرس بروجهــام,1996,كحلي / رمـــادي,801,15649,20040508,1450,1450,1600,8
3820,فورداكسبلورر,1997,احمر / بيـــــج,104,128424,20040508,1650,1650,1750,7
3103,مرسيـدس 200,2001,ذهبي / بنـــــي,1405,51776,20040508,5500,5500,5700,3
3321,ميتسوبيشى  باجيرو,2001,اسود / بيـــــج,404,95652,20040508,4300,4380,4450,3
3321,ميتسوبيشى  باجيرو,1998,تركواز,2900,68644,20040508,2650,2650,2800,6
3515,نيسان باثفنيدر,2000,رصاصى / بيــــج,1304,200600,20040508,2500,2580,2650,4
3506,نيســان صنــــى,2003,ابيض / رمـــادي,2001,32867,20040508,2700,2700,2850,1
602,GMC سوبربان 25,1992,اسود / بيـــــج,404,92164,20040509,1200,1350,1300,12
3636,تويوتا كامرى 4 سلندر,2002,اخضر / رمـــادي,501,32533,20040509,3000,3000,3150,2
122,شفر استرو فان,1998,كحلي / رمـــادي,801,181838,20040509,2200,2420,2350,6
102,شفر كابرس بروجهــام,1993,ابيض / بيـــــج,2004,218556,20040509,700,900,750,11
129,شفر لومينا,2000,بني / رمــــادي,1001,100329,20040509,1950,2030,2050,4
3117,مرسيدس E 300,1990,اسود / بنـــــي,405,211885,20040509,700,700,750,14
602,GMC سوبربان 25,1999,كحلي / بيـــــج,804,178825,20040510,5100,5100,5300,5
524,جيب جراند شيروكي,1996,كحلي / بيـــــج,804,133417,20040510,1166,1166,1316,8
102,شفر كابرس بروجهــام,1995,ابيض / رمـــادي,2001,200000,20040510,700,700,800,9
102,شفر كابرس بروجهــام,1996,اخضر / رمـــادي,501,200000,20040510,1050,1050,1150,8
2008,فولكس باسات,2001,ابيض / بيـــــج,2004,73362,20040510,3150,3550,3250,3
2008,فولكس باسات,1999,ازرق / بيـــــج,704,122450,20040510,1800,1800,1950,5
3624,لاندكروزر,1999,ابيض / رمـــادي,2001,24547,20040510,4800,4800,4950,5
3407,مازدا 626,1999,فضي,2700,106643,20040510,1250,1320,1400,5
602,GMC سوبربان 25,1994,ذهبي / رمـــادي,1401,120000,20040511,3000,3000,3100,10
3640,تويوتا افالون,2000,اسود / بيـــــج,404,60040,20040511,3050,3050,3200,4
524,جيب جراند شيروكي,1996,بنفسجي / رمادي,2407,143231,20040511,1600,1620,1700,8
4600,ســـوبـــارو,1995,عنابي / رمــادي,201,135204,20040511,650,650,800,9
3902,سوزوكى ارتيجا GLX,2001,بيج / بيــــــج,1504,93268,20040511,2150,2150,2300,3
132,شفر كابرس LS,2002,ابيض / رمـــادي,2001,140000,20040511,3600,3600,3750,2
3805,فورد جراند ماركيـــز,1999,ابيض / بيـــــج,2004,192013,20040511,2300,2430,2400,5
3803,فورد كراون فكتوريــا,2001,كحلي / بيـــــج,804,85198,20040511,2900,3300,3050,3
4700,لكزس,1993,ابيض / بيـــــج,2004,93196,20040511,700,900,850,11
3112,مرسيدس SE 260,1989,احمر / بيـــــج,104,245125,20040511,1200,1200,1350,15
3301,ميتسوبيشي جا لانت,1998,عنابي / رمــادي,201,130000,20040511,1650,1650,1750,6
4107,نيسان مكسيما,1997,ابيض / رمـــادي,2001,179502,20040511,1600,1600,1700,7
3803,فورد كراون فكتوريــا,2002,ابيض / بيـــــج,2004,24125,20040512,3700,3700,3750,2
1309,BMW 520 I,1994,بنفسجي / بيج,2408,111111,20040513,1400,1500,1450,10
613,GMC  يوكن,1995,اخضر / بيـــــج,504,103040,20040513,1100,1250,1200,9
117,شفر سوبربان 350,1991,كحلي / بيـــــج,804,193493,20040513,1450,1600,1550,13
804,كرايزلر فويجر,2000,ذهبي / بيـــــج,1404,53000,20040513,2100,2100,2100,4
613,GMC  يوكن,2000,برونزي / بيـــج,1604,101000,20040515,5650,5650,5695,4
3130,مرسيدس SEC 560,1987,احمر / بيـــــج,104,127352,20040515,1100,1200,1150,17
3606,تويوتا كريسيدا,1994,ابيض / احمــــر,2003,141955,20040516,1500,1530,1600,10
3606,تويوتا كريسيدا,1993,ابيض / رمـــادي,2001,221749,20040516,1000,1200,1050,11
524,جيب جراند شيروكي,1997,كحلي / رمـــادي,801,103000,20040516,2100,2100,2200,7
607,GMC سفارى,1999,تركواز,2900,193980,20040517,2500,3000,2650,5
102,شفر كابرس بروجهــام,1996,ابيض / رمـــادي,2001,131162,20040517,1400,1620,1550,8
3805,فورد جراند ماركيـــز,1998,رصاصى / رمــادي,1301,205000,20040517,2350,2350,2450,6
1230,فولفو S 90,1998,بني / بيــــــج,1004,91000,20040517,1900,1900,2000,6
3321,ميتسوبيشى  باجيرو,2000,ذهبي / بيـــــج,1404,177733,20040517,2800,2800,2950,4
3720,هوندا HRV EX,1999,اخضر / رمـــادي,501,62000,20040517,2000,2000,2100,5
1329,BMW 728,1999,اسود / بيـــــج,404,63898,20040518,3700,3800,3850,5
614,GMC  انفوى,2003,اسود / بيـــــج,404,22804,20040518,5000,5050,5200,1
3321,ميتسوبيشى  باجيرو,1999,اخضر / رمـــادي,501,130000,20040518,3250,3250,3350,5
3503,نيســان سيدريـك,1998,رمادى / رمــادى,1201,153111,20040518,1400,1550,1550,6
607,GMC سفارى,1998,اخضر / رمـــادي,501,105000,20040519,2500,2500,2600,6
1800,جاكوار,2000,عاجي / بيـــــج,1804,78227,20040519,7000,7000,7100,4
522,جيب كاونترى,1997,اخضر / رمـــادي,501,125000,20040519,1500,1500,1600,7
131,شفر كابرس LTZ,2002,ابيض / رمـــادي,2001,150000,20040519,3700,3700,3800,2
102,شفر كابرس بروجهــام,1991,احمر / بيـــــج,104,246864,20040519,600,600,650,13
102,شفر كابرس بروجهــام,1989,اسود / رمـــادي,401,250000,20040519,600,600,650,15
3112,مرسيدس SE 260,1992,رصاصى / رمــادي,1301,103000,20040519,1250,1250,1350,12
4107,نيسان مكسيما,2002,كحلي / رمـــادي,801,60500,20040519,3200,3200,3300,2
117,شفر سوبربان 350,1990,ازرق /  ا ز ر ق,702,500750,20040520,900,1000,950,14
102,شفر كابرس بروجهــام,1994,اخضر / بيـــــج,504,178156,20040522,1000,1050,1050,10
102,شفر كابرس بروجهــام,2000,فضي,2700,110210,20040522,2200,2310,2350,4
613,GMC  يوكن,1997,اخضر / رمـــادي,501,170000,20040523,2350,2350,2450,7
132,شفر كابرس LS,2002,ابيض / رمـــادي,2001,58000,20040523,3700,3700,3750,2
129,شفر لومينا,1996,بنفسجي / بيج,2408,220000,20040523,600,600,650,8
3805,فورد جراند ماركيـــز,2003,ذهبي / بيـــــج,1404,20022,20040523,5100,5100,5300,1
3624,لاندكروزر,2002,ابيض / رمـــادي,2001,55295,20040523,7500,7500,7700,2
3140,مرسيدس E 240,1999,اخضر / بيـــــج,504,76869,20040523,4000,4000,4150,5
1600,رينج روفر,1999,كحلي / بيـــــج,804,150578,20040524,3500,3550,3650,5
3805,فورد جراند ماركيـــز,1994,ابيض / رمـــادي,2001,251132,20040524,700,700,750,10
3104,مرسيدس C 200,1998,ابيض / بيـــــج,2004,86896,20040524,2800,2830,3000,6
3144,مرسيدس CLK 200,2001,اسود / بيـــــج,404,77755,20040524,5000,5000,5150,3
135,شفر فينشر,2000,ذهبي / رمـــادي,1401,130000,20040525,2400,2400,2500,4
3805,فورد جراند ماركيـــز,2002,ابيض / بيـــــج,2004,54156,20040525,5150,5150,5200,2
4701,لكزس  جيب,2002,اخضر / رمـــادي,501,36000,20040525,11700,11700,12195,2
1307,BMW 535 I,2000,كحلي / بيـــــج,804,55291,20040526,5000,5120,5150,4
1605,بروتون,1999,رمادى / رمــادى,1201,231522,20040526,650,650,700,5
3820,فورداكسبلورر,1999,عنابي / بيــــج,204,230000,20040526,2000,2000,2100,5
3119,مرسيدس SEL 300,1987,بني / بيــــــج,1004,230086,20040526,600,600,650,17
3590,انفينيتى,1997,بيج / بيــــــج,1504,105452,20040527,3500,3500,3600,7
102,شفر كابرس بروجهــام,1994,اخضر / بيـــــج,504,212038,20040527,850,1000,900,10
3805,فورد جراند ماركيـــز,1997,ازرق ف / رمـادي,901,160000,20040527,1300,1300,1400,7
3500,نيسان  _ 1,2001,عنابي / بيــــج,204,200000,20040527,1300,1300,1400,3
607,GMC سفارى,1998,عنابي / بيــــج,204,87999,20040529,1800,1800,1900,6
603,GMC وانيت,1999,احمر / بيـــــج,104,182779,20040529,2300,2300,2350,5
524,جيب جراند شيروكي,1998,احمر / رمـــادي,101,160000,20040529,2320,2320,2420,6
3805,فورد جراند ماركيـــز,1992,ازرق / رمـــادي,701,90593,20040529,500,500,550,12
3108,مرسيدس E 230,1997,كحلي / بيـــــج,804,342143,20040529,2300,2300,2450,7
1315,BMW 318 I 4DOOR,1992,اخضر / بنـــــي,505,144214,20040530,950,950,1100,12
602,GMC سوبربان 25,1996,عنابي / بنــــي,205,214000,20040530,2750,2850,2900,8
3304,ميتسوبيشي  لانسـر,2002,ابيض / بيـــــج,2004,75845,20040530,1900,1900,2000,2
3304,ميتسوبيشي  لانسـر,1999,فضي,2700,125302,20040530,1000,1000,1150,5
3706,هوندا سيفيك  D4,2003,فضي,2700,25136,20040530,1900,1900,2000,1
3636,تويوتا كامرى 4 سلندر,2000,ابيض / بيـــــج,2004,109187,20040531,2500,2950,2650,4
3606,تويوتا كريسيدا,1993,ابيض / بيـــــج,2004,22088,20040531,1100,1100,1150,11
3528,نيسان X-Trail NXT-22-K,2002,ذهبي / بنـــــي,1405,59000,20040531,3000,3000,3150,2
1315,BMW 318 I 4DOOR,2002,ذهبي / بنـــــي,1405,60000,20040601,7000,7000,7200,2
1333,BMW 530 I,2001,كحلي / بيـــــج,804,50000,20040601,5100,5400,5250,3
601,GMC سوبربان,1999,اخضر / رمـــادي,501,211381,20040601,4100,4100,4200,5
605,GMC فان,1993,كحلي / بيـــــج,804,144389,20040601,750,750,800,11
523,جيب سبورت,1996,احمر / بيـــــج,104,166045,20040601,1200,1200,1300,8
102,شفر كابرس بروجهــام,1994,ابيض / رمـــادي,2001,308227,20040601,714,714,764,10
129,شفر لومينا,1997,ابيض / بيـــــج,2004,196408,20040601,821,871,871,7
4700,لكزس,1999,كحلي / بيـــــج,804,214037,20040601,4700,4700,4850,5
3136,مرسيدس 320,1996,رصاصى / رمــادي,1301,160000,20040601,2350,2350,2450,8
3108,مرسيدس E 230,1997,فضي,2700,318415,20040601,2400,2400,2500,7
4107,نيسان مكسيما,2003,عنابي / رمــادي,201,139250,20040601,3100,3100,3150,1
1329,BMW 728,1997,رصاصى / بيــــج,1304,100101,20040602,3000,3000,3150,7
607,GMC سفارى,1995,ابيض / بيـــــج,2004,182419,20040602,700,700,750,9
524,جيب جراند شيروكي,2003,رمادى / اســـود,1206,18000,20040602,4800,4800,4950,1
137,شفر تاهو,1999,رصاصى / بيــــج,1304,108784,20040602,3300,3300,3450,5
102,شفر كابرس بروجهــام,1992,ابيض / احمــــر,2003,209547,20040602,750,860,800,12
102,شفر كابرس بروجهــام,1993,احمر / رمـــادي,101,190000,20040602,750,750,850,11
405,كاديلاك كونكورز,1996,ابيض / بيـــــج,2004,128804,20040602,1000,1000,1100,8
3101,مرسيدس 190,1992,عنابي / رمــادي,201,210000,20040602,800,800,900,12
3140,مرسيدس E 240,2000,عنابي / بيــــج,204,70000,20040603,4500,4500,4600,4
118,شفر وانيت,2000,كحلي / بيـــــج,804,117229,20040605,4100,4100,4250,4
405,كاديلاك كونكورز,1996,احمر / بيـــــج,104,234161,20040605,650,650,700,8
3525,باترول -قماش,1993,عنابي / بيــــج,204,353220,20040606,1100,1100,1200,11
117,شفر سوبربان 350,1994,اخضر غامق / بنـــــي,2105,425768,20040606,2250,2450,2400,10
102,شفر كابرس بروجهــام,1996,اسود / بيـــــج,404,400000,20040606,500,500,550,8
4700,لكزس,2000,اسود / بيـــــج,404,75225,20040606,5550,5550,5600,4
3146,مرسيدس CLK 230,2000,اسود / بيـــــج,404,478000,20040606,4300,4300,4450,4
3310,ميتسوبيشى وانيت,1999,ابيض / رمـــادي,2001,154010,20040606,1200,1200,1300,5
3515,نيسان باثفنيدر,1999,عنابي / بيــــج,204,147052,20040606,3000,3500,3150,5
1325,BMW 523,1998,كحلي / بيـــــج,804,137000,20040607,3600,3710,3750,6
1341,BMW X5,2002,اسود / بنـــــي,405,53623,20040608,10500,10500,10700,2
102,شفر كابرس بروجهــام,1995,بنفسجي / بيج,2408,291248,20040608,800,800,850,9
4107,نيسان مكسيما,1998,رصاصى / رمــادي,1301,141000,20040608,1200,1200,1250,6
1800,جاكوار,1999,بنفسجي / رمادي,2407,870000,20040609,5500,5500,5650,5
3805,فورد جراند ماركيـــز,1997,اسود / بيـــــج,404,163977,20040609,1400,1700,1500,7
3301,ميتسوبيشي جا لانت,1999,اخضر / رمـــادي,501,134126,20040609,1050,1180,1100,5
102,شفر كابرس بروجهــام,1991,كحلي / رمـــادي,801,221535,20040610,500,500,600,13
102,شفر كابرس بروجهــام,1995,ابيض / بيـــــج,2004,245720,20040612,950,1020,1000,9
102,شفر كابرس بروجهــام,1996,اسود / بيـــــج,404,250000,20040612,750,750,800,8
3118,مرسيدس SE 300,1990,اسود / بيـــــج,404,180000,20040612,750,750,800,14
3721,هوندا سيتى,2003,اخضر / بيـــــج,504,60000,20040612,2300,2300,2450,1
117,شفر سوبربان 350,1995,اخضر / بيـــــج,504,113000,20040613,3250,3250,3350,9
102,شفر كابرس بروجهــام,1996,ابيض / بيـــــج,2004,254767,20040613,1000,1000,1050,8
102,شفر كابرس بروجهــام,1993,كحلي / بيـــــج,804,170000,20040613,500,500,600,11
3412,مازدا بوكس  mbv,1999,ذهبي / بيـــــج,1404,128499,20040613,1550,1770,1650,5
3140,مرسيدس E 240,1999,كحلي / بيـــــج,804,100000,20040613,5900,5970,6000,5
4107,نيسان مكسيما,1997,بني / بيــــــج,1004,196909,20040613,1250,1250,1350,7
4107,نيسان مكسيما,1997,رمادى / بيــــج,1204,169013,20040613,1200,1500,1300,7
3590,انفينيتى,2003,رصاصى / بيــــج,1304,41000,20040614,5700,5730,5850,1
1605,بروتون,2003,ابيض / بيـــــج,2004,10000,20040614,2200,2200,2350,1
129,شفر لومينا,1996,اخضر / رمـــادي,501,204804,20040614,550,550,600,8
3136,مرسيدس 320,2002,اسود / بيـــــج,404,41000,20040614,11250,11250,11450,2
3321,ميتسوبيشى  باجيرو,1999,اخضر / رمـــادي,501,189874,20040614,2800,2800,2900,5
607,GMC سفارى,1998,اخضر غامق/ رمـــادي,2101,61542,20040615,1600,1680,1700,6
122,شفر استرو فان,2002,عنابي / بيــــج,204,41746,20040615,3000,3000,3150,2
121,شفر بليـزر,1993,اخضر ف / رمـادي,601,202075,20040615,1000,1040,1050,11
3805,فورد جراند ماركيـــز,1995,اسود / بيـــــج,404,24043,20040615,600,600,650,9
4107,نيسان مكسيما,1999,كحلي / بيـــــج,804,147297,20040615,1550,1700,1600,5
1315,BMW 318 I 4DOOR,2000,احمر / بيـــــج,104,90480,20040616,3650,3750,3800,4
601,GMC سوبربان,1989,كحلي / بيـــــج,804,173487,20040616,800,800,850,15
1000,بلايموث,1995,اخضر / رمـــادي,501,206503,20040616,500,500,550,9
3636,تويوتا كامرى 4 سلندر,1999,ابيض / بيـــــج,2004,60000,20040616,2000,2000,2100,5
137,شفر تاهو,2000,ابيض / بيـــــج,2004,26766,20040616,4650,4650,4800,4
3708,هوندا سيفيك CRX,1999,اخضر / رمـــادي,501,143408,20040616,1100,1100,1200,5
3105,مرسيدس E 200,1996,اسود / بيـــــج,404,150000,20040619,2650,2650,2800,8
137,شفر تاهو,2002,اسود / بيـــــج,404,28120,20040620,5850,5880,6050,2
3805,فورد جراند ماركيـــز,1997,ابيض / بيـــــج,2004,302044,20040620,1500,1650,1600,7
3805,فورد جراند ماركيـــز,1999,اخضر / رمـــادي,501,155000,20040620,2450,2450,2550,5
2008,فولكس باسات,1999,اخضر / بيـــــج,504,128268,20040620,1698,1778,1748,5
601,GMC سوبربان,1993,عنابي / بيــــج,204,166125,20040621,3250,3250,3400,11
117,شفر سوبربان 350,1996,كحلي / رمـــادي,801,181000,20040621,3600,3600,3700,8
3140,مرسيدس E 240,1999,كحلي / بيـــــج,804,108106,20040621,3750,3800,3900,5
117,شفر سوبربان 350,1996,اسود / بنـــــي,405,96480,20040622,3000,3060,3150,8
3515,نيسان باثفنيدر,1998,ذهبي / رمـــادي,1401,160250,20040622,2300,2300,2350,6
4107,نيسان مكسيما,1996,ذهبي / بيـــــج,1404,794770,20040622,1350,1350,1450,8
521,جيب كلاسيك,2000,كحلي / بيـــــج,804,166123,20040623,2250,2250,2400,4
3624,لاندكروزر,2002,رصاصى / رمــادي,1301,80100,20040623,8200,8200,8595,2
3805,فورد جراند ماركيـــز,1995,ذهبي / بيـــــج,1404,130000,20040626,1050,1050,1150,9
3321,ميتسوبيشى  باجيرو,1998,اخضر / بيـــــج,504,251267,20040626,2300,2320,2450,6
3636,تويوتا كامرى 4 سلندر,1998,كحلي / رمـــادي,801,141000,20040627,1850,1850,1950,6
524,جيب جراند شيروكي,1999,اخضر / رمـــادي,501,815578,20040627,2800,2800,2950,5
102,شفر كابرس بروجهــام,1995,ابيض / بيـــــج,2004,130000,20040627,1000,1000,1050,9
1326,BMW 528,1996,اسود / بيـــــج,404,184127,20040628,1900,1900,2000,8
102,شفر كابرس بروجهــام,1996,ذهبي / بيـــــج,1404,261843,20040628,1000,1000,1100,8
102,شفر كابرس بروجهــام,1996,كحلي / رصاصي,807,115931,20040628,1000,1000,1050,8
2911,كيا ريو,2002,فضي,2700,17125,20040628,1100,1100,1200,2
3117,مرسيدس E 300,1992,أصفر / أحمر,2403,188000,20040628,1700,1740,1800,12
3118,مرسيدس SE 300,1992,اسود / بيـــــج,404,407130,20040628,1800,1840,1900,12
3301,ميتسوبيشي جا لانت,1999,ازرق / بيـــــج,704,188773,20040628,1000,1000,1100,5
601,GMC سوبربان,2001,احمر / بيـــــج,104,510000,20040629,6750,6750,6900,3
137,شفر تاهو,1994,كحلي / رمـــادي,801,215000,20040629,1850,1850,1950,10
3108,مرسيدس E 230,1996,رمادى / رمــادى,1201,111111,20040629,2350,2350,2450,8
3321,ميتسوبيشى  باجيرو,2000,احمر / رمـــادي,101,99363,20040629,1650,1660,1750,4
605,GMC فان,1991,ابيض /  ا ز ر ق,2002,135125,20040630,1300,1300,1400,13
4104,نيسان جلوريـــا,1998,فضي,2700,156000,20040630,1600,1600,1700,6
4107,نيسان مكسيما,1998,تركواز,2900,59280,20040630,1750,1750,1850,6
601,GMC سوبربان,1993,ذهبي / بيـــــج,1404,98527,20040703,3000,3000,3100,11
601,GMC سوبربان,1995,رصاصى / بيــــج,1304,120000,20040703,3050,3050,3150,9
102,شفر كابرس بروجهــام,1995,ابيض / رمـــادي,2001,254990,20040703,900,900,950,9
3805,فورد جراند ماركيـــز,1999,ابيض / رمـــادي,2001,108295,20040703,2400,2400,2450,5
405,كاديلاك كونكورز,1995,اخضر / بيـــــج,504,150125,20040703,750,750,800,9
4700,لكزس,2002,اخضر / رمـــادي,501,88923,20040703,3750,3750,3900,2
3108,مرسيدس E 230,1997,اخضر / بيـــــج,504,105125,20040703,3100,3100,3250,7
3515,نيسان باثفنيدر,2003,ابيض / بيـــــج,2004,75898,20040703,5000,5020,5200,1
3515,نيسان باثفنيدر,2002,ذهبي / رمـــادي,1401,45000,20040703,4000,4000,4100,2
129,شفر لومينا,2001,فضي,2700,94944,20040704,2000,2000,2100,3
3805,فورد جراند ماركيـــز,1998,رمادى / رمــادى,1201,158225,20040704,2000,2000,2100,6
3515,نيسان باثفنيدر,2001,رمادى / رمــادى,1201,39000,20040704,3800,3800,3900,3
1329,BMW 728,1997,كحلي / بيـــــج,804,201859,20040705,2900,2920,3050,7
526,جيب شيروكى,1990,اخضر / بيـــــج,504,120000,20040705,400,400,450,14
102,شفر كابرس بروجهــام,1996,ابيض / رمـــادي,2001,223891,20040705,1200,1200,1300,8
102,شفر كابرس بروجهــام,1995,عنابي / بيــــج,204,451289,20040705,500,500,550,9
521,جيب كلاسيك,2000,احمر / بيـــــج,104,43525,20040706,3050,3050,3200,4
123,شفر فــــــــان,1997,ذهبي / بيـــــج,1404,100000,20040706,2100,2100,2150,7
102,شفر كابرس بروجهــام,2001,ابيض / بيـــــج,2004,70125,20040706,2900,2900,3050,3
2008,فولكس باسات,1998,اخضر / بيـــــج,504,120125,20040706,1000,1000,1100,6
606,GMC جيمى,1997,احمر / بيـــــج,104,211000,20040707,1500,1500,1600,7
3146,مرسيدس CLK 230,2001,ذهبي / بيـــــج,1404,67000,20040707,5250,5250,5400,3
4107,نيسان مكسيما,2003,ابيض / بيـــــج,2004,50125,20040707,3900,3900,4050,1
1315,BMW 318 I 4DOOR,2001,كحلي / بيـــــج,804,60147,20040710,4750,4750,4900,3
3525,باترول -قماش,2002,ابيض / بيـــــج,2004,50624,20040710,7400,7400,7600,2
516,جيب رانجلر,1995,ذهبي / بيـــــج,1404,240000,20040710,650,650,750,9
3706,هوندا سيفيك  D4,2004,ذهبي/ برونزي,1407,16000,20040710,2850,2850,2900,0
3805,فورد جراند ماركيـــز,1992,ابيض / رمـــادي,2001,111111,20040711,400,400,500,12
3705,هوندا Accord,2000,كحلي / بيـــــج,804,105125,20040711,2350,2350,2500,4
3706,هوندا سيفيك  D4,1999,كحلي / بيـــــج,804,188984,20040711,800,800,850,5
1300,BMW,1999,ابيض / بيـــــج,2004,71700,20040712,4250,4250,4400,5
102,شفر كابرس بروجهــام,1992,عنابي / بيــــج,204,222222,20040712,400,400,450,12
3117,مرسيدس E 300,1990,رصاصى / رمــادي,1301,280000,20040712,1000,1050,1100,14
3127,مرسيدس SEL 500,1992,رصاصى / رمــادي,1301,171000,20040712,2700,2700,2800,12
3806,فورد توروس,2001,رصاصى / بيــــج,1304,65309,20040713,1700,1700,1800,3
3108,مرسيدس E 230,1997,ابيض / رمـــادي,2001,197000,20040713,2850,2850,2900,7
3113,مرسيدس S 280,1996,ابيض / بيـــــج,2004,170000,20040713,4350,4380,4500,8
4107,نيسان مكسيما,2000,ذهبي / بيـــــج,1404,165000,20040713,2500,2500,2650,4
1309,BMW 520 I,1991,ذهبي / بنـــــي,1405,150000,20040714,800,800,850,13
122,شفر استرو فان,1998,اخضر / رمـــادي,501,111111,20040714,1700,1700,1800,6
102,شفر كابرس بروجهــام,1994,عنابي / بيــــج,204,215139,20040714,750,750,800,10
1212,فولفو GLE 960,1995,اخضر / رمـــادي,501,173000,20040714,500,500,550,9
804,كرايزلر فويجر,1997,اخضر / بيـــــج,504,125641,20040714,1200,1280,1300,7
