CAR_KIND_CODE,CAR_KIND_DESC,company name,D_COST_PRICE,CAR_METER,COLOR_CODE,MODEL_YEAR,CAR_CLASS,car_age,car_colour,Car origin
3514,باترول -جلد,نيسان,17505.0,11589,1301,2020,USED,2,رصاصى,Japan
3514,باترول -جلد,نيسان,8000.0,0,1301,2016,USED,5,رصاصى,Japan
3514,باترول -جلد,نيسان,12600.0,0,1301,2021,USED,0,رصاصى,Japan
3514,باترول -جلد,نيسان,17500.0,0,1301,2020,USED,0,رصاصى,Japan
3514,باترول -جلد,نيسان,7000.0,0,1301,2012,USED,7,رصاصى,Japan
3514,باترول -جلد,نيسان,11910.0,0,1200,2017,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,16227.0,0,1200,2018,USED,1,رمادي,Japan
3514,باترول -جلد,نيسان,18200.0,8075,1200,2020,USED,1,رمادي,Japan
3514,باترول -جلد,نيسان,12260.0,0,1200,2017,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,16350.0,0,1200,2021,USED,1,رمادي,Japan
3514,باترول -جلد,نيسان,7200.0,0,1200,2014,USED,8,رمادي,Japan
3514,باترول -جلد,نيسان,15400.0,0,1200,2020,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,9000.0,0,1200,2015,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,8000.0,0,1200,2015,USED,4,رمادي,Japan
3514,باترول -جلد,نيسان,2400.0,0,1200,1998,USED,21,رمادي,Japan
3514,باترول -جلد,نيسان,13000.0,70000,1200,2019,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,6200.0,236051,1200,2016,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6050.0,114834,1200,2016,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,13500.0,41000,1200,2018,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,6200.0,86077,1200,2016,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6900.0,117000,1200,2015,USED,6,رمادي,Japan
3514,باترول -جلد,نيسان,7100.0,76842,1200,2015,USED,6,رمادي,Japan
3514,باترول -جلد,نيسان,7100.0,140708,1200,2015,USED,6,رمادي,Japan
3514,باترول -جلد,نيسان,7100.0,35743,1200,2015,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6900.0,122629,1200,2015,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,12300.0,0,1200,2017,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,7100.0,211605,1200,2015,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6900.0,195559,1200,2015,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,9750.0,75080,1200,2015,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,12460.0,0,1200,2017,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,66953,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,80000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,70000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,109659,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,176000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,95767,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,88406,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,220000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,121000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,120000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,135720,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,150000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,126000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,122000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,135000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,8150.0,50427,1200,2016,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,131000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,15400.0,29354,1200,2017,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,140000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,8600.0,46184,1200,2016,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,6900.0,0,1200,2015,USED,7,رمادي,Japan
3514,باترول -جلد,نيسان,8850.0,0,1200,2014,USED,8,رمادي,Japan
3514,باترول -جلد,نيسان,6100.0,0,1200,2013,USED,9,رمادي,Japan
3514,باترول -جلد,نيسان,9400.0,0,1200,2015,USED,7,رمادي,Japan
3514,باترول -جلد,نيسان,7000.0,0,1200,2015,USED,6,رمادي,Japan
3514,باترول -جلد,نيسان,4500.0,0,1200,2010,USED,11,رمادي,Japan
3514,باترول -جلد,نيسان,14000.0,0,1200,2019,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,10500.0,0,1200,2018,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,11700.0,0,1200,2018,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,10500.0,0,1200,2018,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,14500.0,0,1200,2019,USED,1,رمادي,Japan
3514,باترول -جلد,نيسان,8050.0,0,1200,2015,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,8550.0,0,1200,2016,USED,4,رمادي,Japan
3514,باترول -جلد,نيسان,8550.0,0,1200,2016,USED,4,رمادي,Japan
3514,باترول -جلد,نيسان,6000.0,0,1200,2013,USED,7,رمادي,Japan
3514,باترول -جلد,نيسان,10400.0,0,1200,2015,USED,4,رمادي,Japan
3514,باترول -جلد,نيسان,7700.0,0,1200,2015,USED,4,رمادي,Japan
3514,باترول -جلد,نيسان,10344.0,98396,1200,2018,USED,4,رمادي,Japan
3514,باترول -جلد,نيسان,12250.0,33000,1200,2019,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,11510.0,0,1200,2018,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,12760.0,0,1200,2019,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,11660.0,49000,1200,2018,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,12250.0,43670,1200,2018,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,13560.0,72150,1200,2019,USED,1,رمادي,Japan
3514,باترول -جلد,نيسان,12000.0,0,1200,2017,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,16750.0,0,1200,2020,USED,0,رمادي,Japan
3514,باترول -جلد,نيسان,11000.0,52000,1200,2017,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,110000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,6950.0,95000,1200,2014,USED,5,رمادي,Japan
3514,باترول -جلد,نيسان,13450.0,34319,1200,2016,USED,3,رمادي,Japan
3514,باترول -جلد,نيسان,13100.0,0,1200,2020,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,5800.0,0,1200,2013,USED,10,رمادي,Japan
3514,باترول -جلد,نيسان,10900.0,0,1200,2020,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,16700.0,92500,1200,2020,USED,2,رمادي,Japan
3514,باترول -جلد,نيسان,8300.0,0,1950,2014,USED,7,ابيض صدفي,Japan
3514,باترول -جلد,نيسان,10850.0,0,1950,2016,USED,3,ابيض صدفي,Japan
3514,باترول -جلد,نيسان,11800.0,0,2700,2015,USED,4,فضي,Japan
3514,باترول -جلد,نيسان,6900.0,185967,2700,2015,USED,6,فضي,Japan
3514,باترول -جلد,نيسان,11400.0,63000,2700,2017,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,7100.0,150000,2700,2015,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,130000,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,107312,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,63543,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,7700.0,135480,2700,2015,USED,4,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,151000,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,175051,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,118000,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,8150.0,99575,2700,2016,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,170000,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,8100.0,48182,2700,2016,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,162618,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,6000.0,0,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,8700.0,0,2700,2016,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,13360.0,0,2700,2019,USED,1,فضي,Japan
3514,باترول -جلد,نيسان,14060.0,0,2700,2019,USED,1,فضي,Japan
3514,باترول -جلد,نيسان,9000.0,41600,2700,2016,USED,4,فضي,Japan
3514,باترول -جلد,نيسان,12200.0,0,2700,2017,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,6950.0,10000,2700,2014,USED,5,فضي,Japan
3514,باترول -جلد,نيسان,9500.0,0,2700,2019,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,8800.0,0,2700,2018,USED,4,فضي,Japan
3514,باترول -جلد,نيسان,11000.0,0,2700,2020,USED,2,فضي,Japan
3514,باترول -جلد,نيسان,7500.0,0,2700,2015,USED,4,فضي,Japan
3514,باترول -جلد,نيسان,8738.0,84719,2700,2016,USED,4,فضي,Japan
3514,باترول -جلد,نيسان,11950.0,62600,2700,2017,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,12450.0,36700,2700,2016,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,12450.0,72445,2700,2016,USED,3,فضي,Japan
3514,باترول -جلد,نيسان,12200.0,0,801,2019,USED,2,كحلي,Japan
3525,باترول -قماش,نيسان,8900.0,0,2000,2017,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,7700.0,0,2000,2017,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,9300.0,0,2000,2017,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,7300.0,0,2000,2015,USED,7,ابيض,Japan
3525,باترول -قماش,نيسان,7500.0,0,2000,2015,USED,7,ابيض,Japan
3525,باترول -قماش,نيسان,5250.0,0,2000,2011,USED,10,ابيض,Japan
3525,باترول -قماش,نيسان,10450.0,0,2000,2020,USED,1,ابيض,Japan
3525,باترول -قماش,نيسان,8500.0,0,2000,2016,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,8300.0,0,2000,2016,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,8900.0,0,2000,2018,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,7800.0,41250,2000,2017,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,10000.0,0,2000,2019,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,6000.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,8400.0,0,2000,2016,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,9800.0,0,2000,2016,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,7999.0,75222,2000,2017,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,7899.0,82610,2000,2017,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,8500.0,0,2000,2015,USED,7,ابيض,Japan
3525,باترول -قماش,نيسان,10800.0,0,2000,2020,USED,2,ابيض,Japan
3525,باترول -قماش,نيسان,10700.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,12300.0,0,2000,2020,USED,2,ابيض,Japan
3525,باترول -قماش,نيسان,5600.0,0,2000,2016,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,8500.0,0,2000,2016,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,7600.0,0,2000,2017,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,7600.0,0,2000,2016,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,7000.0,0,2000,2016,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,8300.0,0,2000,2017,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,3300.0,0,2000,2005,USED,16,ابيض,Japan
3525,باترول -قماش,نيسان,7600.0,0,2000,2016,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,7700.0,0,2000,2015,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,6500.0,0,2000,2014,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,8600.0,0,2000,2016,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,4300.0,0,2000,2010,USED,10,ابيض,Japan
3525,باترول -قماش,نيسان,2750.0,0,2000,2007,USED,13,ابيض,Japan
3525,باترول -قماش,نيسان,6000.0,0,2000,2014,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,6000.0,0,2000,2016,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,8600.0,0,2000,2017,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,8000.0,0,2000,2016,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,8800.0,0,2000,2016,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,1700.0,0,2000,2003,USED,17,ابيض,Japan
3525,باترول -قماش,نيسان,7300.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,8500.0,0,2000,2017,USED,2,ابيض,Japan
3525,باترول -قماش,نيسان,7900.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,6300.0,0,2000,2014,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,3100.0,0,2000,2008,USED,11,ابيض,Japan
3525,باترول -قماش,نيسان,7500.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,5000.0,0,2000,2012,USED,7,ابيض,Japan
3525,باترول -قماش,نيسان,5500.0,0,2000,2012,USED,7,ابيض,Japan
3525,باترول -قماش,نيسان,6800.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,6700.0,0,2000,2016,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,7600.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,6500.0,0,2000,2014,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,2000.0,0,2000,2003,USED,16,ابيض,Japan
3525,باترول -قماش,نيسان,3500.0,0,2000,2008,USED,11,ابيض,Japan
3525,باترول -قماش,نيسان,8555.0,0,2000,2014,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,7500.0,0,2000,2016,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,7550.0,0,2000,2014,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,7500.0,0,2000,2014,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,3280.0,146506,2000,2011,USED,11,ابيض,Japan
3525,باترول -قماش,نيسان,6800.0,50125,2000,2015,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,8000.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,9500.0,0,2000,2017,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,7100.0,0,2000,2016,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,7500.0,0,2000,2016,USED,6,ابيض,Japan
3525,باترول -قماش,نيسان,9550.0,0,2000,2018,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,7500.0,0,2000,2016,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,8350.0,0,2000,2016,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,10950.0,0,2000,2015,USED,5,ابيض,Japan
3525,باترول -قماش,نيسان,5500.0,0,2000,2016,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,8350.0,0,2000,2016,USED,3,ابيض,Japan
3525,باترول -قماش,نيسان,7700.0,0,2000,2015,USED,4,ابيض,Japan
3525,باترول -قماش,نيسان,14933.0,40000,700,2020,USED,2,ازرق,Japan
3525,باترول -قماش,نيسان,9400.0,33250,700,2019,USED,2,ازرق,Japan
3525,باترول -قماش,نيسان,10650.0,60000,700,2019,USED,2,ازرق,Japan
3525,باترول -قماش,نيسان,10250.0,52000,700,2019,USED,2,ازرق,Japan
3525,باترول -قماش,نيسان,12800.0,0,400,2021,USED,2,اسود,Japan
3525,باترول -قماش,نيسان,8900.0,0,400,2019,USED,3,اسود,Japan
3525,باترول -قماش,نيسان,8100.0,0,400,2017,USED,5,اسود,Japan
3525,باترول -قماش,نيسان,8000.0,0,400,2018,USED,4,اسود,Japan
3525,باترول -قماش,نيسان,17800.0,0,400,2022,USED,0,اسود,Japan
3525,باترول -قماش,نيسان,7200.0,0,400,2019,USED,2,اسود,Japan
3525,باترول -قماش,نيسان,13180.0,0,400,2021,USED,1,اسود,Japan
3525,باترول -قماش,نيسان,10550.0,65000,400,2018,USED,3,اسود,Japan
3525,باترول -قماش,نيسان,8500.0,0,400,2016,USED,6,اسود,Japan
3525,باترول -قماش,نيسان,5100.0,0,400,2010,USED,9,اسود,Japan
3525,باترول -قماش,نيسان,8600.0,27154,400,2017,USED,2,اسود,Japan
3525,باترول -قماش,نيسان,6250.0,0,400,2016,USED,6,اسود,Japan
3525,باترول -قماش,نيسان,10000.0,0,400,2019,USED,2,اسود,Japan
3525,باترول -قماش,نيسان,7650.0,0,400,2014,USED,7,اسود,Japan
3525,باترول -قماش,نيسان,5850.0,0,400,2013,USED,7,اسود,Japan
3525,باترول -قماش,نيسان,8500.0,0,400,2016,USED,4,اسود,Japan
3525,باترول -قماش,نيسان,3000.0,0,400,2008,USED,11,اسود,Japan
3525,باترول -قماش,نيسان,9500.0,0,400,2017,USED,2,اسود,Japan
3525,باترول -قماش,نيسان,6000.0,0,400,2016,USED,3,اسود,Japan
3525,باترول -قماش,نيسان,11000.0,0,400,2017,USED,3,اسود,Japan
3525,باترول -قماش,نيسان,9300.0,0,400,2019,USED,3,اسود,Japan
3525,باترول -قماش,نيسان,9650.0,0,400,2019,USED,3,اسود,Japan
3525,باترول -قماش,نيسان,2600.0,0,1700,2007,USED,12,برتقالى,Japan
3525,باترول -قماش,نيسان,2600.0,0,1600,2006,USED,16,برونزي,Japan
3525,باترول -قماش,نيسان,4600.0,0,1600,2014,USED,8,برونزي,Japan
3525,باترول -قماش,نيسان,5000.0,0,1600,2014,USED,7,برونزي,Japan
3525,باترول -قماش,نيسان,7800.0,41293,1600,2017,USED,4,برونزي,Japan
3525,باترول -قماش,نيسان,4300.0,0,1600,2013,USED,9,برونزي,Japan
3525,باترول -قماش,نيسان,7000.0,0,1600,2014,USED,7,برونزي,Japan
3525,باترول -قماش,نيسان,5800.0,0,1600,2013,USED,7,برونزي,Japan
3525,باترول -قماش,نيسان,7000.0,0,1600,2014,USED,5,برونزي,Japan
3525,باترول -قماش,نيسان,6300.0,0,1600,2013,USED,6,برونزي,Japan
3525,باترول -قماش,نيسان,7000.0,0,1600,2015,USED,4,برونزي,Japan
3525,باترول -قماش,نيسان,7000.0,0,1600,2013,USED,6,برونزي,Japan
3525,باترول -قماش,نيسان,7000.0,0,1600,2014,USED,5,برونزي,Japan
3525,باترول -قماش,نيسان,9750.0,0,1600,2015,USED,4,برونزي,Japan
3525,باترول -قماش,نيسان,8800.0,0,1600,2015,USED,4,برونزي,Japan
3525,باترول -قماش,نيسان,11300.0,0,1600,2015,USED,4,برونزي,Japan
3525,باترول -قماش,نيسان,7000.0,0,1600,2013,USED,6,برونزي,Japan
3525,باترول -قماش,نيسان,10850.0,131000,1600,2019,USED,3,برونزي,Japan
3525,باترول -قماش,نيسان,10300.0,0,1600,2016,USED,4,برونزي,Japan
3525,باترول -قماش,نيسان,10250.0,0,1600,2018,USED,3,برونزي,Japan
3525,باترول -قماش,نيسان,9000.0,0,2407,2016,USED,5,بنفسجي,Japan
3525,باترول -قماش,نيسان,6000.0,0,2407,2015,USED,7,بنفسجي,Japan
3525,باترول -قماش,نيسان,4050.0,0,1001,2009,USED,11,بني,Japan
3525,باترول -قماش,نيسان,5000.0,0,1501,2012,USED,10,بيج,Japan
3525,باترول -قماش,نيسان,8500.0,0,1501,2016,USED,6,بيج,Japan
3525,باترول -قماش,نيسان,5000.0,0,1501,2012,USED,9,بيج,Japan
3525,باترول -قماش,نيسان,5500.0,0,1501,2016,USED,5,بيج,Japan
3525,باترول -قماش,نيسان,5000.0,0,1501,2012,USED,9,بيج,Japan
3525,باترول -قماش,نيسان,5500.0,0,1501,2013,USED,7,بيج,Japan
3525,باترول -قماش,نيسان,6000.0,0,1501,2013,USED,7,بيج,Japan
3525,باترول -قماش,نيسان,3600.0,0,1501,2006,USED,14,بيج,Japan
3525,باترول -قماش,نيسان,8400.0,0,1501,2016,USED,4,بيج,Japan
3525,باترول -قماش,نيسان,5000.0,0,1501,2013,USED,7,بيج,Japan
3525,باترول -قماش,نيسان,5500.0,0,1501,2013,USED,6,بيج,Japan
3525,باترول -قماش,نيسان,5500.0,0,1501,2015,USED,4,بيج,Japan
3525,باترول -قماش,نيسان,5500.0,0,1501,2013,USED,6,بيج,Japan
3525,باترول -قماش,نيسان,4600.0,0,1501,2011,USED,8,بيج,Japan
3525,باترول -قماش,نيسان,8500.0,0,1501,2016,USED,3,بيج,Japan
3525,باترول -قماش,نيسان,7200.0,0,1501,2016,USED,4,بيج,Japan
3525,باترول -قماش,نيسان,8300.0,0,1501,2016,USED,4,بيج,Japan
3525,باترول -قماش,نيسان,6700.0,0,1400,2016,USED,5,ذهبي,Japan
3525,باترول -قماش,نيسان,4200.0,0,1400,2009,USED,11,ذهبي,Japan
3525,باترول -قماش,نيسان,6500.0,0,1400,2013,USED,6,ذهبي,Japan
3525,باترول -قماش,نيسان,5500.0,0,1400,2013,USED,6,ذهبي,Japan
3525,باترول -قماش,نيسان,3500.0,0,1400,2008,USED,13,ذهبي,Japan
3525,باترول -قماش,نيسان,3300.0,0,1400,2013,USED,6,ذهبي,Japan
3525,باترول -قماش,نيسان,13000.0,21773,1400,2021,USED,0,ذهبي,Japan
3525,باترول -قماش,نيسان,6500.0,0,1400,2015,USED,4,ذهبي,Japan
3525,باترول -قماش,نيسان,8000.0,0,1301,2017,USED,4,رصاصى,Japan
3525,باترول -قماش,نيسان,3600.0,0,1301,2008,USED,13,رصاصى,Japan
3525,باترول -قماش,نيسان,9000.0,0,1301,2017,USED,4,رصاصى,Japan
3525,باترول -قماش,نيسان,13500.0,0,1301,2020,USED,0,رصاصى,Japan
3525,باترول -قماش,نيسان,8000.0,0,1301,2014,USED,6,رصاصى,Japan
3525,باترول -قماش,نيسان,14450.0,0,1301,2019,USED,0,رصاصى,Japan
3525,باترول -قماش,نيسان,8600.0,0,1301,2016,USED,3,رصاصى,Japan
3525,باترول -قماش,نيسان,5500.0,0,1301,2012,USED,7,رصاصى,Japan
3525,باترول -قماش,نيسان,13600.0,3800,1301,2022,USED,0,رصاصى,Japan
3525,باترول -قماش,نيسان,3850.0,0,1301,2010,USED,10,رصاصى,Japan
3525,باترول -قماش,نيسان,7800.0,56428,1301,2017,USED,4,رصاصى,Japan
3525,باترول -قماش,نيسان,13050.0,63000,1301,2019,USED,3,رصاصى,Japan
3525,باترول -قماش,نيسان,6400.0,0,1301,2015,USED,7,رصاصى,Japan
3525,باترول -قماش,نيسان,5000.0,0,1301,2013,USED,8,رصاصى,Japan
3525,باترول -قماش,نيسان,7500.0,0,1301,2016,USED,5,رصاصى,Japan
3525,باترول -قماش,نيسان,12000.0,0,1301,2020,USED,0,رصاصى,Japan
3525,باترول -قماش,نيسان,7700.0,0,1301,2015,USED,4,رصاصى,Japan
3525,باترول -قماش,نيسان,7000.0,0,1301,2014,USED,5,رصاصى,Japan
3525,باترول -قماش,نيسان,7300.0,0,1301,2014,USED,5,رصاصى,Japan
3525,باترول -قماش,نيسان,10300.0,0,1301,2019,USED,2,رصاصى,Japan
3525,باترول -قماش,نيسان,7200.0,0,1301,2016,USED,3,رصاصى,Japan
3525,باترول -قماش,نيسان,8950.0,25,1301,2019,USED,0,رصاصى,Japan
3525,باترول -قماش,نيسان,9000.0,0,1200,2014,USED,6,رمادي,Japan
3525,باترول -قماش,نيسان,9000.0,0,1200,2015,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,12250.0,32000,1200,2017,USED,2,رمادي,Japan
3525,باترول -قماش,نيسان,8500.0,0,1200,2014,USED,8,رمادي,Japan
3525,باترول -قماش,نيسان,5100.0,0,1200,2012,USED,8,رمادي,Japan
3525,باترول -قماش,نيسان,3400.0,0,1200,2012,USED,8,رمادي,Japan
3525,باترول -قماش,نيسان,7000.0,0,1200,2012,USED,8,رمادي,Japan
3525,باترول -قماش,نيسان,4000.0,0,1200,2013,USED,7,رمادي,Japan
3525,باترول -قماش,نيسان,8500.0,0,1200,2016,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,6500.0,0,1200,2016,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,8999.0,0,1200,2016,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,5000.0,0,1200,2014,USED,5,رمادي,Japan
3525,باترول -قماش,نيسان,8200.0,0,1200,2015,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,8888.0,0,1200,2015,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,8555.0,0,1200,2014,USED,5,رمادي,Japan
3525,باترول -قماش,نيسان,10750.0,83000,1200,2019,USED,3,رمادي,Japan
3525,باترول -قماش,نيسان,9030.0,26750,1200,2018,USED,1,رمادي,Japan
3525,باترول -قماش,نيسان,13000.0,12600,1200,2017,USED,2,رمادي,Japan
3525,باترول -قماش,نيسان,7300.0,108420,1200,2015,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,5100.0,185294,1200,2012,USED,7,رمادي,Japan
3525,باترول -قماش,نيسان,10500.0,0,1200,2016,USED,5,رمادي,Japan
3525,باترول -قماش,نيسان,11350.0,0,1200,2019,USED,2,رمادي,Japan
3525,باترول -قماش,نيسان,10350.0,0,1200,2018,USED,3,رمادي,Japan
3525,باترول -قماش,نيسان,7500.0,0,1200,2015,USED,7,رمادي,Japan
3525,باترول -قماش,نيسان,7500.0,0,1200,2019,USED,3,رمادي,Japan
3525,باترول -قماش,نيسان,3800.0,0,1200,2013,USED,9,رمادي,Japan
3525,باترول -قماش,نيسان,12300.0,70000,1200,2019,USED,4,رمادي,Japan
3525,باترول -قماش,نيسان,13500.0,0,1950,2019,USED,1,ابيض صدفي,Japan
3525,باترول -قماش,نيسان,9500.0,0,1950,2016,USED,3,ابيض صدفي,Japan
3525,باترول -قماش,نيسان,6700.0,0,1950,2013,USED,8,ابيض صدفي,Japan
3525,باترول -قماش,نيسان,6000.0,0,1950,2013,USED,8,ابيض صدفي,Japan
3525,باترول -قماش,نيسان,6500.0,0,1950,2013,USED,6,ابيض صدفي,Japan
3525,باترول -قماش,نيسان,7900.0,0,2700,2014,USED,6,فضي,Japan
3525,باترول -قماش,نيسان,6000.0,0,2700,2008,USED,11,فضي,Japan
3525,باترول -قماش,نيسان,7000.0,0,2700,2016,USED,3,فضي,Japan
3525,باترول -قماش,نيسان,10950.0,0,2700,2018,USED,3,فضي,Japan
3525,باترول -قماش,نيسان,7500.0,0,2700,2016,USED,5,فضي,Japan
3525,باترول -قماش,نيسان,8400.0,0,2700,2019,USED,3,فضي,Japan
